ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,review_type,problem_type
373,92,14,2025-07-12,1,"Average  experience,  nothing  special.",0,Other/Unclear
374,89,12,2023-02-08,1,The  product    stopped  working  after  a  month.,0,Product Quality/Performance
375,73,4,2024-12-16,5,The  build  quality  is  impressive.,1,
376,38,6,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0,Price/Value
377,77,4,2023-11-29,5,"Excellent  product,  highly  recommend!",1,
378,64,9,2024-03-20,2,The  product  arrived    late.,0,Shipping/Delivery
379,62,4,2023-01-27,5,The    quality  is  top-notch.,1,
380,52,4,2024-02-23,4,"I  love    this  product,  will  buy  again!",1,
381,45,4,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0,Price/Value
382,38,7,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0,Price/Value
383,54,13,2024-09-05,5,Amazing  value  for  the  price.,1,
384,20,3,2025-06-04,3,Not  worth  the  money.,0,Price/Value
385,81,5,2023-06-09,4,Five  stars  for  the  quick  delivery.,1,
386,86,5,2024-04-09,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
387,42,14,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,1,
388,99,1,2025-12-10,1,Disappointed  with  the  performance.,0,Product Quality/Performance
389,14,2,2024-09-14,5,"Excellent  product,  highly  recommend!",1,
390,30,10,2023-05-22,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
391,98,20,2024-01-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
392,93,11,2023-06-29,5,Amazing  value  for  the  price.,1,
393,6,20,2024-04-18,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
394,7,4,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
395,35,9,2025-04-12,4,The  quality  is  top-notch.,1,
396,75,6,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0,Price/Value
397,11,14,2024-04-23,4,The  quality  is  top-notch.,1,
398,17,7,2023-09-02,5,"I  love  this  product,  will  buy  again!",1,
399,68,1,2024-07-21,3,"Average  experience,  nothing  special.",0,Other/Unclear
400,42,10,2023-06-30,3,Not  worth  the  money.,0,Other/Unclear
401,93,18,2024-04-13,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
402,68,12,2025-12-16,4,The  build  quality  is  impressive.,1,
403,53,14,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0,Price/Value
404,90,7,2025-06-04,4,The  quality  is  top-notch.,1,
405,43,4,2025-09-10,5,Exceeded  my    expectations!,1,
406,11,9,2025-12-15,5,Exceeded  my  expectations!,1,
407,79,11,2023-01-12,2,Disappointed  with  the    performance.,0,Product Quality/Performance
408,17,4,2023-12-12,5,The  build  quality  is  impressive.,1,
409,59,19,2023-02-22,5,"I  love  this  product,  will  buy    again!",1,
410,83,1,2023-01-11,1,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
411,32,15,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",0,Instructions/Usability
412,83,7,2024-05-10,4,Customer  support  was  very  helpful.,1,
413,60,12,2023-08-24,5,The  build  quality  is  impressive.,1,
414,59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",1,
415,97,8,2025-06-04,2,Disappointed  with  the    performance.,0,Product Quality/Performance
416,15,17,2023-04-19,5,The  quality  is  top-notch.,1,
417,9,16,2024-11-28,3,Not  worth  the  money.,0,Price/Value
418,94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",0,Product Defect/Malfunction
419,68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,0,Product Quality/Performance
420,18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",1,
421,75,13,2025-08-18,5,The  quality  is  top-notch.,1,
422,81,17,2025-09-30,4,The  quality  is  top-notch.,1,
423,76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
424,53,11,2024-03-21,4,Customer  support  was  very  helpful.,1,
425,89,6,2025-03-04,2,Not  worth  the  money.,0,Price/Value
426,74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
427,81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,1,
428,58,9,2025-01-17,5,The  build    quality  is  impressive.,1,
429,71,2,2023-06-08,4,Customer    support  was  very  helpful.,1,
430,99,9,2025-08-03,2,"Average  experience,  nothing  special.",0,Other/Unclear
431,94,11,2023-02-10,3,Not  worth  the  money.,0,Price/Value
432,31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",1,
433,72,2,2025-06-11,5,The  quality  is  top-notch.,1,
434,7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",1,
435,65,1,2023-02-28,5,Amazing  value  for  the  price.,1,
436,11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,1,
437,73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",1,
438,72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,1,
439,67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
440,93,7,2023-07-22,3,Not  worth  the  money.,0,Price/Value
441,12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,0,Product Quality/Performance
442,28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,0,Product Quality/Performance
443,37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
444,22,16,2023-10-20,5,The  build  quality  is  impressive.,1,
445,25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
446,84,14,2025-06-10,5,The  quality  is  top-notch.,1,
447,38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,1,
448,75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",1,
449,43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
450,92,4,2024-08-04,5,Amazing  value  for  the  price.,1,
451,68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",1,
452,42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
453,100,2,2023-04-23,4,Customer  support  was  very  helpful.,1,
454,27,9,2025-09-17,4,Customer  support    was  very  helpful.,1,
455,79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
456,2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
457,29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
458,42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
459,90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,1,
460,92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
461,66,5,2025-10-11,4,The  quality  is  top-notch.,1,
462,85,14,2023-02-02,5,The    build  quality  is  impressive.,1,
463,5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",1,
464,73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",1,
465,43,12,2025-12-14,1,Disappointed    with  the  performance.,0,Product Quality/Performance
466,49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
467,29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
468,12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",1,
469,54,13,2023-10-06,4,Customer  support  was  very  helpful.,1,
470,46,1,2025-10-24,4,Customer  support  was  very  helpful.,1,
471,88,4,2024-04-26,5,The  quality  is  top-notch.,1,
472,69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
473,7,19,2024-08-03,1,The  product  arrived  late.,0,Shipping/Delivery
474,47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
475,74,20,2023-04-18,4,The  quality  is  top-notch.,1,
476,54,10,2023-12-12,4,Customer  support    was  very  helpful.,1,
477,91,10,2025-04-25,4,The    quality  is  top-notch.,1,
478,79,6,2023-07-23,5,The  build  quality  is  impressive.,1,
479,7,13,2024-12-28,4,Customer  support  was  very  helpful.,1,
480,90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",1,
481,21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
482,49,10,2025-07-11,5,Amazing  value  for  the  price.,1,
483,28,20,2024-06-29,2,The  product  arrived  late.,0,Shipping/Delivery
484,36,10,2023-08-22,1,The  product  arrived  late.,0,Shipping/Delivery
485,66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",1,
486,44,3,2024-01-20,3,Not  worth  the  money.,0,Price/Value
487,78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,0,Other/Unclear
488,89,12,2025-02-24,5,Exceeded  my  expectations!,1,
489,15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,1,
490,46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,1,
491,59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",1,
492,94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
493,26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",1,
494,2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,1,
495,56,7,2023-04-26,4,Customer  support  was  very  helpful.,1,
496,87,1,2024-01-29,5,Exceeded  my  expectations!,1,
497,90,6,2024-02-21,4,Customer  support  was  very  helpful.,1,
498,81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
499,72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
500,57,9,2025-12-20,2,Not  worth  the  money.,0,Price/Value
501,39,12,2023-12-01,4,Customer  support  was    very  helpful.,1,
502,5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,0,Product Quality/Performance
503,5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,0,Product Quality/Performance
504,35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,1,
505,82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",1,
506,80,8,2025-10-19,2,"Average  experience,    nothing  special.",0,Other/Unclear
507,66,3,2024-12-10,3,Customer  support    was  very  helpful.,1,
508,64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0,Price/Value
509,5,11,2024-05-25,5,The  quality  is  top-notch.,1,
510,20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",1,
511,55,15,2025-04-01,1,Not    worth  the  money.,0,Price/Value
512,11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,1,
513,21,3,2025-11-09,5,Amazing  value    for  the  price.,1,
514,72,15,2023-06-18,2,"Average  experience,  nothing  special.",0,Other/Unclear
515,89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
516,46,18,2025-01-03,4,The  quality    is  top-notch.,1,
517,29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",1,
518,17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
519,58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
520,63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
521,47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
522,8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,0,Product Quality/Performance
523,8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
524,27,4,2025-09-01,4,The  quality  is  top-notch.,1,
525,1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",1,
526,74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0,Price/Value
527,27,14,2024-07-03,3,Not  worth    the  money.,0,Price/Value
528,81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,1,
529,19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,1,
530,48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",1,
531,65,3,2024-07-21,5,Exceeded  my  expectations!,1,
532,6,6,2023-05-30,5,The  quality  is  top-notch.,1,
533,92,6,2024-04-06,4,The  quality  is  top-notch.,1,
534,41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",1,
535,85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",1,
536,33,19,2024-12-29,2,Not  worth  the  money.,0,Price/Value
537,8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,
538,29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
539,74,17,2024-12-02,4,The  quality  is  top-notch.,1,
540,28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
541,73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",1,
542,49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",0,Product Defect/Malfunction
543,64,17,2023-10-31,5,The  build  quality  is  impressive.,1,
544,65,6,2023-10-29,5,The  quality  is  top-notch.,1,
545,45,13,2024-06-11,4,Customer  support  was  very  helpful.,1,
546,33,1,2024-11-14,5,Exceeded  my  expectations!,1,
547,28,11,2024-05-28,1,The  product  arrived  late.,0,Shipping/Delivery
548,40,12,2023-01-11,5,Amazing  value  for  the  price.,1,
549,73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,1,
550,51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,1,
551,45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
552,68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",1,
553,60,20,2025-04-26,5,Customer  support  was  very  helpful.,1,
554,18,1,2024-08-16,2,The  product  arrived  late.,0,Shipping/Delivery
555,69,18,2025-11-24,5,Customer  support  was  very  helpful.,1,
556,91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",1,
557,55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",1,
558,83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",1,
559,46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",1,
560,24,6,2024-11-08,5,Exceeded  my  expectations!,1,
561,6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,0,Product Quality/Performance
562,41,5,2024-02-25,3,Not  worth  the  money.,0,Price/Value
563,86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
564,9,12,2025-10-13,5,Customer  support  was  very  helpful.,1,
565,60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",0,Customer Service
566,89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,1,
567,78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
568,17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",1,
569,58,9,2024-07-17,5,Exceeded  my    expectations!,1,
570,50,15,2025-04-29,4,Customer  support  was  very  helpful.,1,
571,2,8,2024-10-15,3,"Average  experience,  nothing  special.",0,Other/Unclear
572,37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",1,
573,57,8,2024-04-27,4,Customer  support  was  very  helpful.,1,
574,72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
575,93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",1,
576,71,9,2025-10-04,5,Amazing  value  for  the  price.,1,
577,65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",1,
578,32,15,2023-08-01,5,The  quality  is  top-notch.,1,
579,24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
580,48,1,2025-04-15,3,"Average    experience,  nothing  special.",0,Other/Unclear
581,69,18,2024-03-19,4,The  quality  is  top-notch.,1,
582,65,9,2023-01-29,5,Exceeded  my    expectations!,1,
583,88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,1,
584,70,20,2024-12-04,4,Exceeded  my  expectations!,1,
585,87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",1,
586,7,17,2023-04-11,2,Not  worth  the  money.,0,Price/Value
587,31,17,2025-08-31,3,Not  worth    the  money.,0,Price/Value
588,39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,1,
589,64,4,2024-03-21,3,Not    worth  the  money.,0,Price/Value
590,27,4,2024-09-13,3,Not  worth  the  money.,0,Price/Value
591,65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,1,
592,100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
593,62,8,2025-06-12,5,The  build  quality  is  impressive.,1,
594,14,4,2025-10-01,2,Not  worth  the  money.,0,Price/Value
595,46,5,2025-09-18,4,Exceeded    my  expectations!,1,
596,48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",0,Price/Value
597,11,1,2025-09-07,5,The  quality  is  top-notch.,1,
598,3,2,2023-08-04,5,Amazing  value  for  the  price.,1,
599,94,19,2025-08-01,5,Customer  support  was  very  helpful.,1,
600,65,3,2025-01-11,2,Not  worth    the  money.,0,Price/Value
601,25,11,2025-07-31,5,Amazing    value  for  the  price.,1,
602,56,8,2023-02-08,3,Not  worth  the  money.,0,Price/Value
603,88,4,2024-07-02,5,Exceeded  my  expectations!,1,
604,87,2,2023-06-10,3,"Average  experience,  nothing    special.",0,Other/Unclear
605,1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
606,48,8,2023-10-14,5,The  build  quality  is  impressive.,1,
607,25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",1,
608,7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",1,
609,40,10,2025-10-23,3,"Average  experience,  nothing  special.",0,Other/Unclear
610,69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",1,
611,6,4,2023-12-06,2,"Average  experience,  nothing  special.",0,Other/Unclear
612,38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",1,
613,48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",0,Instructions/Usability
614,23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",1,
615,98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",1,
616,38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
617,29,15,2025-12-22,4,Customer  support  was  very  helpful.,1,
618,45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,
619,68,14,2023-12-06,5,Customer  support  was  very  helpful.,1,
620,100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,1,
621,70,14,2025-05-13,2,The  product  arrived  late.,0,Shipping/Delivery
622,30,4,2025-12-22,4,The  quality    is  top-notch.,1,
623,5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
624,82,14,2023-11-28,5,Customer  support  was  very  helpful.,1,
625,32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",1,
626,38,11,2025-12-18,5,Exceeded  my  expectations!,1,
627,18,6,2023-06-26,5,Amazing  value  for    the  price.,1,
628,22,4,2025-08-30,3,"Average  experience,  nothing  special.",0,Other/Unclear
629,16,20,2024-07-28,5,Exceeded  my    expectations!,1,
630,31,10,2024-08-14,4,The  quality  is    top-notch.,1,
631,73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",0,Price/Value
632,40,20,2023-02-24,3,"Average  experience,    nothing  special.",0,Other/Unclear
633,52,3,2023-12-26,2,The    product  arrived  late.,0,Shipping/Delivery
634,27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",0,Price/Value
635,85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",0,Instructions/Usability
636,37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
637,17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
638,63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",0,Price/Value
639,14,12,2024-07-07,5,Amazing  value  for  the  price.,1,
640,23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",0,Instructions/Usability
641,58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,0,Other/Unclear
642,53,17,2025-04-28,2,Disappointed  with  the  performance.,0,Product Quality/Performance
643,89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",1,
644,97,10,2023-11-25,5,Customer  support  was  very  helpful.,1,
645,23,20,2023-11-02,5,Customer  support    was  very  helpful.,1,
646,75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",1,
647,68,2,2023-01-03,4,Customer  support  was    very  helpful.,1,
648,76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",1,
649,8,17,2025-02-05,2,Not  worth  the  money.,0,Price/Value
650,28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,1,
651,38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
652,39,19,2025-05-06,5,The  quality  is  top-notch.,1,
653,66,16,2025-01-14,5,Amazing  value  for  the  price.,1,
654,46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,0,Product Quality/Performance
655,63,16,2023-04-06,4,The  quality  is  top-notch.,1,
656,17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",0,Price/Value
657,35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",1,
658,3,18,2025-06-16,1,Not  worth  the    money.,0,Price/Value
659,29,20,2023-03-16,5,The  build  quality  is  impressive.,1,
660,62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
661,40,18,2025-09-20,2,"Average  experience,  nothing  special.",0,Other/Unclear
662,15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
663,23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",1,
664,31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
665,99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
666,53,19,2024-05-25,3,Not    worth  the  money.,0,Price/Value
667,80,14,2024-01-08,4,The  quality    is  top-notch.,1,
668,55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",1,
669,19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,1,
670,53,13,2024-03-31,5,The  build  quality  is    impressive.,1,
671,24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
672,95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",1,
673,74,12,2025-10-16,4,Customer  support  was  very  helpful.,1,
674,29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
675,24,9,2025-02-07,2,Not  worth  the  money.,0,Price/Value
676,6,12,2024-03-14,5,The  build  quality  is    impressive.,1,
677,6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,1,
678,49,9,2025-05-19,3,"Average  experience,  nothing  special.",0,Other/Unclear
679,10,8,2025-09-29,2,Not  worth  the  money.,0,Price/Value
680,60,20,2025-06-12,4,Exceeded  my    expectations!,1,
681,48,16,2024-03-21,5,The  quality  is  top-notch.,1,
682,80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",0,Product Defect/Malfunction
683,22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
684,92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
685,86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,0,Product Quality/Performance
686,31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",1,
687,86,17,2023-07-16,2,Not  worth  the  money.,0,Price/Value
688,32,12,2025-07-07,4,Customer  support  was  very  helpful.,1,
689,34,16,2025-04-23,4,Customer  support  was  very  helpful.,1,
690,61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,1,
691,40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,1,
692,64,10,2023-12-22,3,Not  worth  the    money.,0,Price/Value
693,58,10,2023-08-31,5,The  build  quality  is    impressive.,1,
694,27,13,2024-07-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
695,13,14,2023-09-15,4,Customer  support    was  very  helpful.,1,
696,48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,1,
697,13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",1,
698,4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
699,42,19,2023-01-30,3,Not  worth  the  money.,0,Price/Value
700,14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",1,
701,68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
702,92,3,2025-02-06,3,Not  worth  the  money.,0,Price/Value
703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,1,
704,8,20,2024-09-26,5,Exceeded  my  expectations!,1,
705,88,11,2025-05-25,5,Exceeded    my  expectations!,1,
706,75,5,2024-01-03,5,Exceeded  my    expectations!,1,
707,96,16,2024-08-08,2,Not  worth  the  money.,0,Price/Value
708,70,17,2024-01-20,5,The  build  quality  is  impressive.,1,
709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,1,
710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,1,
711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",1,
712,53,17,2024-09-17,3,Not  worth  the  money.,0,Price/Value
713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",1,
714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",1,
716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
717,82,1,2025-03-07,5,Exceeded  my  expectations!,1,
718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,1,
721,4,15,2024-09-25,2,Not    worth  the  money.,0,Price/Value
722,68,16,2025-10-14,4,The  quality  is  top-notch.,1,
723,84,7,2023-11-22,2,The  product  arrived  late.,0,Shipping/Delivery
724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
725,13,6,2025-09-30,4,The  quality  is  top-notch.,1,
726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,1,
727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",0,Other/Unclear
728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,1,
729,99,9,2023-03-17,1,Not  worth  the  money.,0,Price/Value
730,67,6,2025-01-15,4,The  quality  is    top-notch.,1,
731,4,7,2023-07-13,5,The  build    quality  is  impressive.,1,
732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",1,
733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,1,
734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,1,
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,1,
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",1,
737,45,15,2023-10-11,3,Not  worth  the  money.,0,Price/Value
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0,Price/Value
741,3,9,2025-05-24,3,Not    worth  the  money.,0,Price/Value
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
743,89,3,2023-05-15,3,Not  worth  the  money.,0,Price/Value
744,63,19,2023-03-31,3,Not  worth  the  money.,0,Price/Value
745,85,12,2024-05-17,5,Exceeded  my  expectations!,1,
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",1,
