journey_key,customer_key,product_key,date_key,stage,action,duration,visit_count,duration_bucket
551,94,11,204,Homepage,Click,115.0,1,Medium
552,93,7,331,Homepage,Click,146.0,1,Long
553,39,16,535,Homepage,Click,119.0,1,Medium
554,95,7,107,Homepage,View,266.0,1,Long
555,53,5,288,Homepage,View,247.0,1,Long
556,97,12,624,ProductPage,View,111.0,1,Medium
557,8,12,959,Checkout,Drop-off,,1,Long
558,42,17,487,Checkout,Drop-off,,1,Long
559,88,7,1107,Checkout,Drop-off,,1,Long
560,53,8,736,ProductPage,View,129.0,1,Long
561,1,20,947,Homepage,Click,225.0,1,Long
562,17,20,431,Homepage,Click,46.0,1,Medium
563,65,20,261,ProductPage,Click,283.0,1,Long
564,19,16,915,ProductPage,Click,252.0,1,Long
565,26,2,351,Homepage,Click,64.0,1,Medium
566,25,12,1032,Checkout,Purchase,188.0,1,Long
567,97,10,1007,Homepage,View,105.0,1,Medium
568,95,3,237,Homepage,View,155.0,1,Long
569,4,9,891,ProductPage,View,54.0,1,Medium
570,29,5,1091,ProductPage,View,193.0,1,Long
571,10,15,767,Homepage,View,48.0,1,Medium
572,36,20,463,Homepage,View,26.0,1,Short
573,50,13,536,Checkout,Drop-off,,1,Long
574,69,6,309,Homepage,View,56.0,1,Medium
575,98,20,61,Homepage,Click,72.0,1,Medium
576,97,17,987,ProductPage,Click,68.0,1,Medium
577,1,1,1113,Homepage,Click,115.0,1,Medium
578,84,18,869,Checkout,Purchase,109.0,1,Medium
579,76,6,445,Homepage,View,55.0,1,Medium
580,90,16,766,Homepage,Click,237.0,1,Long
581,99,9,73,ProductPage,Click,48.0,1,Medium
582,59,2,554,ProductPage,Click,61.0,1,Medium
583,73,15,328,Homepage,View,96.0,1,Medium
584,75,7,109,Homepage,View,167.0,1,Long
585,2,9,43,Homepage,View,250.0,1,Long
586,68,5,615,Homepage,View,214.0,1,Long
587,73,20,781,Homepage,Click,210.0,1,Long
588,49,4,1033,Checkout,Purchase,178.0,1,Long
589,93,11,712,Homepage,View,190.0,1,Long
590,34,10,542,Homepage,View,124.0,1,Long
591,52,6,211,Homepage,Click,171.0,1,Long
592,53,14,110,ProductPage,Click,250.0,1,Long
593,68,11,416,Checkout,Purchase,201.0,1,Long
594,55,1,909,Homepage,Click,88.0,1,Medium
595,100,8,869,Homepage,Click,95.0,1,Medium
596,54,20,472,ProductPage,Click,18.0,1,Short
597,69,16,845,ProductPage,Click,280.0,1,Long
598,68,1,1031,Homepage,View,135.0,1,Long
599,80,16,1078,Homepage,View,229.0,1,Long
600,21,11,106,Homepage,View,123.0,1,Long
601,67,1,397,ProductPage,View,15.0,1,Short
602,13,13,706,Homepage,View,98.0,1,Medium
603,59,7,896,Homepage,View,214.0,1,Long
604,45,16,973,ProductPage,View,261.0,1,Long
605,91,4,970,ProductPage,View,252.0,1,Long
606,74,3,147,ProductPage,View,108.0,1,Medium
607,38,18,375,Checkout,Drop-off,,1,Long
608,74,3,741,ProductPage,View,201.0,1,Long
609,36,14,388,ProductPage,View,117.0,1,Medium
610,13,6,86,Checkout,Drop-off,,1,Long
611,11,13,1004,ProductPage,View,196.0,1,Long
612,75,4,908,ProductPage,View,106.0,1,Medium
613,10,7,321,Homepage,View,245.0,1,Long
614,52,3,1045,Homepage,Click,170.0,1,Long
615,44,11,1094,Homepage,Click,245.0,1,Long
616,64,16,97,Checkout,Purchase,214.0,1,Long
617,69,8,630,ProductPage,View,228.0,1,Long
618,34,20,677,Homepage,View,103.0,1,Medium
619,23,10,111,ProductPage,View,300.0,1,Long
620,99,1,583,ProductPage,View,226.0,1,Long
621,66,8,254,Homepage,View,137.0,1,Long
622,72,8,231,Homepage,View,169.0,1,Long
623,58,20,419,ProductPage,View,184.0,1,Long
624,46,17,444,Homepage,View,33.0,1,Medium
625,57,1,197,ProductPage,View,198.0,1,Long
626,75,10,290,Checkout,Drop-off,,1,Long
627,94,7,649,ProductPage,View,271.0,1,Long
628,38,3,435,Checkout,Drop-off,,1,Long
629,96,2,1044,ProductPage,View,196.0,1,Long
630,63,7,835,Homepage,Click,134.0,1,Long
631,30,4,1033,Homepage,View,221.0,1,Long
632,53,3,589,Homepage,View,227.0,1,Long
633,30,3,88,Checkout,Drop-off,,1,Long
634,84,5,1116,Homepage,Click,198.0,1,Long
635,87,1,868,Checkout,Purchase,93.0,1,Medium
636,18,12,231,Checkout,Drop-off,,1,Long
637,12,20,635,Homepage,View,122.0,1,Long
638,46,11,58,Homepage,Click,244.0,1,Long
639,31,7,569,ProductPage,Click,283.0,1,Long
640,61,15,713,ProductPage,Click,255.0,1,Long
641,88,3,380,Homepage,Click,61.0,1,Medium
642,16,15,1082,ProductPage,Click,248.0,1,Long
643,59,16,77,ProductPage,Click,136.0,1,Long
644,67,10,522,Homepage,Click,95.0,1,Medium
645,76,2,201,Checkout,Purchase,108.0,1,Medium
646,68,20,1070,Homepage,View,62.0,1,Medium
647,15,2,662,Homepage,View,96.0,1,Medium
648,93,20,775,Homepage,View,205.0,1,Long
649,63,16,1108,Homepage,View,24.0,1,Short
650,10,8,930,Homepage,View,257.0,1,Long
651,97,13,555,ProductPage,View,13.0,1,Short
652,95,9,121,Homepage,Click,175.0,1,Long
653,18,16,506,ProductPage,Click,147.0,1,Long
654,56,17,468,ProductPage,Click,267.0,1,Long
655,74,5,438,ProductPage,Click,194.0,1,Long
656,84,2,1066,ProductPage,Drop-off,,1,Long
657,55,13,129,ProductPage,View,105.0,1,Medium
658,92,9,213,ProductPage,View,29.0,1,Short
659,70,17,902,Checkout,Drop-off,,1,Long
660,38,4,425,Homepage,View,172.0,1,Long
661,68,12,878,ProductPage,View,149.0,1,Long
662,73,6,147,ProductPage,View,195.0,1,Long
663,72,6,929,Checkout,Drop-off,,1,Long
664,41,18,792,ProductPage,View,59.0,1,Medium
665,64,19,845,Homepage,View,114.0,1,Medium
666,67,13,845,Homepage,View,172.0,1,Long
667,55,1,59,ProductPage,View,204.0,1,Long
668,92,3,140,Checkout,Drop-off,,1,Long
669,52,5,91,Homepage,View,173.0,1,Long
670,15,18,455,ProductPage,View,88.0,1,Medium
671,13,8,377,Homepage,View,263.0,1,Long
672,23,11,563,Homepage,Click,26.0,1,Short
673,80,1,123,Homepage,View,169.0,1,Long
674,90,12,551,Homepage,Click,83.0,1,Medium
675,35,4,399,Homepage,View,268.0,1,Long
676,67,8,46,ProductPage,View,91.0,1,Medium
677,83,8,1119,Homepage,Click,262.0,1,Long
678,48,19,1004,Homepage,Click,161.0,1,Long
679,97,14,262,Checkout,Purchase,156.0,1,Long
680,86,13,307,Checkout,Drop-off,,1,Long
681,81,16,46,Homepage,Click,290.0,1,Long
682,5,4,141,ProductPage,Click,127.0,1,Long
683,35,19,515,Homepage,View,221.0,1,Long
684,61,2,178,Checkout,Drop-off,,1,Long
685,1,12,223,Homepage,View,22.0,1,Short
686,68,4,607,Homepage,View,90.0,1,Medium
687,90,6,298,Homepage,View,10.0,1,Short
688,18,7,888,Homepage,View,23.0,1,Short
689,23,5,405,Checkout,Drop-off,,1,Long
690,47,20,60,Checkout,Drop-off,,1,Long
691,42,1,881,ProductPage,View,196.0,1,Long
692,20,8,140,ProductPage,View,16.0,1,Short
693,98,16,879,ProductPage,View,242.0,1,Long
694,83,10,1038,ProductPage,View,138.0,1,Long
695,37,3,1005,Homepage,View,268.0,1,Long
696,61,16,140,ProductPage,View,179.0,1,Long
697,44,15,649,Checkout,Drop-off,,1,Long
698,75,5,781,ProductPage,View,287.0,1,Long
699,39,15,427,Homepage,View,168.0,1,Long
700,77,20,295,Checkout,Drop-off,,1,Long
701,60,1,736,ProductPage,View,163.0,1,Long
702,13,2,59,ProductPage,View,161.0,1,Long
703,60,16,273,Homepage,View,23.0,1,Short
704,14,13,267,Checkout,Drop-off,,1,Long
705,26,2,763,ProductPage,View,124.0,1,Long
706,96,1,900,Homepage,View,98.0,1,Medium
707,69,4,456,Homepage,Click,199.0,1,Long
708,63,16,359,Homepage,Click,145.0,1,Long
709,6,13,515,Homepage,Click,196.0,1,Long
710,82,19,606,Homepage,View,252.0,1,Long
711,87,6,223,ProductPage,View,108.0,1,Medium
712,56,17,1011,Homepage,Click,26.0,1,Short
713,45,15,1041,Homepage,View,22.0,1,Short
714,86,18,510,ProductPage,View,183.0,1,Long
715,87,4,946,Homepage,View,69.0,1,Medium
716,93,6,211,ProductPage,View,35.0,1,Medium
717,33,11,202,Checkout,Drop-off,,1,Long
718,60,13,296,Homepage,Click,179.0,1,Long
719,91,18,445,Homepage,View,182.0,1,Long
720,16,11,277,Homepage,View,195.0,1,Long
721,68,9,441,ProductPage,View,163.0,1,Long
722,48,6,613,ProductPage,View,14.0,1,Short
723,80,7,526,Homepage,View,258.0,1,Long
724,26,19,634,Homepage,Click,286.0,1,Long
725,58,16,880,ProductPage,Click,45.0,1,Medium
726,32,2,734,Homepage,Click,118.0,1,Medium
727,48,19,77,Homepage,View,98.0,1,Medium
728,29,19,652,Homepage,View,159.0,1,Long
729,59,13,52,ProductPage,View,139.0,1,Long
730,23,13,192,Checkout,Drop-off,,1,Long
731,30,9,200,ProductPage,View,49.0,1,Medium
732,68,16,102,ProductPage,View,213.0,1,Long
733,83,16,302,ProductPage,View,262.0,1,Long
734,73,12,59,Homepage,View,175.0,1,Long
735,73,17,626,Homepage,View,254.0,1,Long
736,24,3,756,ProductPage,View,226.0,1,Long
737,46,14,645,Checkout,Drop-off,,1,Long
738,73,3,1082,ProductPage,View,274.0,1,Long
739,32,7,179,Checkout,Drop-off,,1,Long
740,66,6,885,Homepage,Click,16.0,1,Short
741,49,1,1070,ProductPage,Click,35.0,1,Medium
742,8,9,186,Homepage,View,79.0,1,Medium
743,20,17,859,ProductPage,View,283.0,1,Long
744,78,1,575,Checkout,Drop-off,,1,Long
745,44,1,197,Homepage,Click,115.0,1,Medium
746,32,20,634,Homepage,View,127.0,1,Long
747,61,10,1124,Homepage,View,184.0,1,Long
748,10,16,351,Homepage,View,246.0,1,Long
749,86,17,200,Checkout,Drop-off,,1,Long
750,26,8,812,Checkout,Drop-off,,1,Long
751,39,3,537,Checkout,Drop-off,,1,Long
752,71,20,577,Homepage,View,178.0,1,Long
753,62,5,1010,Homepage,View,84.0,1,Medium
754,23,2,991,Homepage,View,168.0,1,Long
755,87,4,227,ProductPage,View,111.0,1,Medium
756,13,3,629,Checkout,Drop-off,,1,Long
757,65,4,947,Homepage,View,153.0,1,Long
758,39,19,555,Checkout,Drop-off,,1,Long
759,25,19,701,ProductPage,View,87.0,1,Medium
760,14,3,509,ProductPage,View,227.0,1,Long
761,68,11,980,Checkout,Drop-off,,1,Long
762,1,19,555,Checkout,Drop-off,,1,Long
763,84,7,161,ProductPage,View,15.0,1,Short
764,28,6,240,Homepage,View,271.0,1,Long
765,70,3,545,ProductPage,View,87.0,1,Medium
766,15,7,947,Checkout,Drop-off,,1,Long
767,32,20,561,Homepage,View,191.0,1,Long
768,70,19,1116,Checkout,Drop-off,,1,Long
769,60,5,842,Homepage,View,12.0,1,Short
770,62,1,795,Homepage,Click,113.0,1,Medium
771,67,10,742,ProductPage,Drop-off,,1,Long
772,45,12,539,ProductPage,View,252.0,1,Long
773,28,10,803,ProductPage,View,102.0,1,Medium
774,76,3,663,Checkout,Drop-off,,1,Long
775,75,4,222,ProductPage,View,224.0,1,Long
776,83,16,964,Checkout,Drop-off,,1,Long
777,81,17,556,Homepage,View,210.0,1,Long
778,25,10,812,ProductPage,View,264.0,1,Long
779,18,1,456,Homepage,Click,113.0,1,Medium
780,67,4,399,ProductPage,Click,131.0,1,Long
781,99,2,592,Homepage,Click,233.0,1,Long
782,94,7,588,Homepage,View,230.0,1,Long
783,76,6,801,Homepage,View,22.0,1,Short
784,96,16,660,Homepage,View,13.0,1,Short
785,21,14,487,Checkout,Drop-off,,1,Long
786,38,8,400,Checkout,Drop-off,,1,Long
787,13,2,479,ProductPage,View,118.0,1,Medium
788,96,13,1067,Checkout,Drop-off,,1,Long
789,12,7,326,Homepage,Click,246.0,1,Long
790,81,9,368,Homepage,Click,187.0,1,Long
791,69,5,927,Homepage,View,111.0,1,Medium
792,72,4,760,Homepage,View,294.0,1,Long
793,22,13,1029,Homepage,View,238.0,1,Long
794,57,7,1019,Checkout,Drop-off,,1,Long
795,64,1,44,Homepage,View,118.0,1,Medium
796,34,14,554,ProductPage,View,277.0,1,Long
797,85,10,335,Checkout,Drop-off,,1,Long
798,38,18,365,Checkout,Drop-off,,1,Long
799,95,8,543,Homepage,View,204.0,1,Long
800,97,1,126,Checkout,Drop-off,,1,Long
801,42,17,823,ProductPage,View,282.0,1,Long
802,61,8,888,Homepage,View,257.0,1,Long
803,79,9,1042,ProductPage,View,292.0,1,Long
804,69,1,672,ProductPage,View,226.0,1,Long
805,99,7,752,Homepage,View,137.0,1,Long
806,39,15,1071,ProductPage,View,166.0,1,Long
807,8,16,555,Homepage,Click,94.0,1,Medium
808,24,16,882,ProductPage,Click,276.0,1,Long
809,27,17,888,Checkout,Purchase,196.0,1,Long
810,37,18,391,ProductPage,View,87.0,1,Medium
811,30,6,627,Homepage,View,55.0,1,Medium
812,49,9,361,Homepage,View,191.0,1,Long
813,23,1,127,Checkout,Drop-off,,1,Long
814,53,10,954,Homepage,Click,63.0,1,Medium
815,100,10,230,Checkout,Purchase,167.0,1,Long
816,1,20,382,Homepage,Click,71.0,1,Medium
817,98,2,754,Checkout,Purchase,46.0,1,Medium
818,80,3,145,Homepage,View,206.0,1,Long
819,24,9,787,Homepage,Click,144.0,1,Long
820,19,1,480,Homepage,Click,90.0,1,Medium
821,96,12,606,Checkout,Purchase,82.0,1,Medium
822,84,12,901,Homepage,Click,211.0,1,Long
823,95,10,414,Checkout,Purchase,279.0,1,Long
824,73,4,855,ProductPage,View,130.0,1,Long
825,22,4,1066,ProductPage,View,80.0,1,Medium
826,18,4,693,ProductPage,View,27.0,1,Short
827,78,20,693,ProductPage,View,68.0,1,Medium
828,84,3,861,Checkout,Drop-off,,1,Long
829,8,8,111,Homepage,Click,295.0,1,Long
830,61,19,514,Homepage,Click,223.0,1,Long
831,42,3,810,Homepage,View,257.0,1,Long
832,2,15,361,ProductPage,View,14.0,1,Short
833,10,13,647,Homepage,View,223.0,1,Long
834,79,15,689,ProductPage,View,12.0,1,Short
835,87,1,670,ProductPage,View,84.0,1,Medium
836,54,8,815,ProductPage,View,94.0,1,Medium
837,64,10,1037,Homepage,Click,233.0,1,Long
838,82,13,36,ProductPage,Click,267.0,1,Long
839,40,4,256,Homepage,View,59.0,1,Medium
840,70,17,862,ProductPage,View,231.0,1,Long
841,27,6,1053,ProductPage,View,244.0,1,Long
842,34,9,792,Homepage,View,39.0,1,Medium
843,12,10,251,ProductPage,View,30.0,1,Medium
844,82,16,252,ProductPage,View,162.0,1,Long
845,68,20,979,Homepage,Click,236.0,1,Long
846,43,10,477,Homepage,View,99.0,1,Medium
847,47,10,994,Checkout,Drop-off,,1,Long
848,83,16,399,Checkout,Drop-off,,1,Long
849,21,15,1032,Homepage,View,177.0,1,Long
850,5,15,247,ProductPage,View,87.0,1,Medium
851,88,10,253,Homepage,View,195.0,1,Long
852,12,9,684,Checkout,Drop-off,,1,Long
853,69,12,703,ProductPage,View,91.0,1,Medium
854,59,8,255,ProductPage,View,40.0,1,Medium
855,96,1,813,Homepage,View,129.0,1,Long
856,77,5,740,Homepage,View,75.0,1,Medium
857,51,13,230,Checkout,Drop-off,,1,Long
858,25,7,194,Checkout,Drop-off,,1,Long
859,27,4,223,Homepage,Click,249.0,1,Long
860,37,8,881,Checkout,Drop-off,,1,Long
861,86,4,749,Homepage,View,200.0,1,Long
862,46,9,583,Homepage,View,269.0,1,Long
863,43,6,256,ProductPage,View,208.0,1,Long
864,89,19,210,Checkout,Drop-off,,1,Long
865,78,1,201,ProductPage,View,65.0,1,Medium
866,17,19,397,Homepage,View,204.0,1,Long
867,10,4,407,Homepage,View,219.0,1,Long
868,29,4,1091,Homepage,Click,41.0,1,Medium
869,81,6,348,ProductPage,Click,87.0,1,Medium
870,16,16,995,ProductPage,Click,35.0,1,Medium
871,60,19,599,ProductPage,Click,57.0,1,Medium
872,85,19,706,ProductPage,Click,61.0,1,Medium
873,52,15,125,ProductPage,Click,74.0,1,Medium
874,20,4,748,Checkout,Purchase,296.0,1,Long
875,90,17,56,Checkout,Drop-off,,1,Long
876,32,17,797,Homepage,View,211.0,1,Long
877,2,14,1080,Checkout,Drop-off,,1,Long
878,68,7,196,ProductPage,View,67.0,1,Medium
879,64,15,110,Checkout,Drop-off,,1,Long
880,85,2,169,Homepage,Click,93.0,1,Medium
881,97,9,472,Checkout,Purchase,180.0,1,Long
882,54,16,363,ProductPage,View,56.0,1,Medium
883,34,20,122,ProductPage,View,276.0,1,Long
884,49,19,792,Checkout,Drop-off,,1,Long
885,76,4,978,Checkout,Drop-off,,1,Long
886,48,9,88,Homepage,View,237.0,1,Long
887,62,7,54,Checkout,Drop-off,,1,Long
888,20,8,1009,ProductPage,View,123.0,1,Long
889,87,5,653,Homepage,View,27.0,1,Short
890,92,10,287,Homepage,Click,259.0,1,Long
891,58,17,819,Homepage,View,182.0,1,Long
892,32,11,565,Homepage,View,118.0,1,Medium
893,53,12,847,ProductPage,View,176.0,1,Long
894,63,2,629,Homepage,Click,193.0,1,Long
895,27,13,1040,Homepage,View,232.0,1,Long
896,8,16,208,ProductPage,View,273.0,1,Long
897,19,1,524,Homepage,View,236.0,1,Long
898,94,15,1049,Homepage,Click,95.0,1,Medium
899,44,9,675,Checkout,Purchase,170.0,1,Long
900,68,9,152,Homepage,View,119.0,1,Medium
901,95,20,162,Checkout,Drop-off,,1,Long
902,57,8,282,Homepage,View,159.0,1,Long
903,38,13,581,Homepage,View,270.0,1,Long
904,50,8,195,Homepage,Click,200.0,1,Long
905,92,6,674,Homepage,View,97.0,1,Medium
906,55,1,521,Homepage,View,89.0,1,Medium
907,28,17,1096,ProductPage,View,180.0,1,Long
908,45,7,224,ProductPage,View,107.0,1,Medium
909,55,12,355,Checkout,Drop-off,,1,Long
910,85,11,300,ProductPage,View,33.0,1,Medium
911,57,20,54,Homepage,View,209.0,1,Long
912,51,15,829,Homepage,Click,176.0,1,Long
913,60,12,868,Homepage,View,265.0,1,Long
914,53,16,761,Checkout,Drop-off,,1,Long
915,69,18,959,ProductPage,View,276.0,1,Long
916,49,18,699,Homepage,Click,187.0,1,Long
917,4,19,312,ProductPage,Click,55.0,1,Medium
918,92,9,415,Checkout,Drop-off,,1,Long
919,24,3,588,ProductPage,View,158.0,1,Long
920,20,11,1100,Checkout,Drop-off,,1,Long
921,57,10,790,Homepage,View,156.0,1,Long
922,4,4,611,ProductPage,View,178.0,1,Long
923,68,9,185,Homepage,Click,288.0,1,Long
924,35,20,148,Homepage,Click,70.0,1,Medium
925,36,7,588,Homepage,View,82.0,1,Medium
926,20,1,423,Homepage,Click,79.0,1,Medium
927,87,6,955,Homepage,Click,295.0,1,Long
928,73,4,781,ProductPage,Click,17.0,1,Short
929,79,19,91,Homepage,View,218.0,1,Long
930,36,7,280,ProductPage,View,149.0,1,Long
931,88,2,349,Homepage,View,194.0,1,Long
932,72,7,885,Homepage,Click,98.0,1,Medium
933,67,1,733,ProductPage,Click,237.0,1,Long
934,47,20,245,ProductPage,Click,85.0,1,Medium
935,48,3,945,ProductPage,Click,55.0,1,Medium
936,43,11,239,ProductPage,Click,52.0,1,Medium
937,87,4,998,Homepage,Click,61.0,1,Medium
938,88,18,664,ProductPage,Click,187.0,1,Long
939,28,14,431,ProductPage,Click,226.0,1,Long
940,84,18,52,Homepage,View,286.0,1,Long
941,83,5,137,Homepage,View,125.0,1,Long
942,59,14,88,Checkout,Drop-off,,1,Long
943,81,4,475,Checkout,Drop-off,,1,Long
944,79,11,181,ProductPage,View,79.0,1,Medium
945,79,5,738,ProductPage,View,261.0,1,Long
946,55,7,507,Homepage,Click,224.0,1,Long
947,98,3,411,ProductPage,Click,38.0,1,Medium
948,30,7,845,ProductPage,Click,27.0,1,Short
949,54,19,769,Homepage,Click,138.0,1,Long
950,35,14,128,Checkout,Purchase,171.0,1,Long
951,36,13,534,Checkout,Drop-off,,1,Long
952,6,11,432,Checkout,Drop-off,,1,Long
953,59,9,668,Homepage,View,136.0,1,Long
954,79,17,532,Homepage,Click,16.0,1,Short
955,33,19,890,Checkout,Purchase,260.0,1,Long
956,90,12,775,ProductPage,View,62.0,1,Medium
957,98,15,250,ProductPage,View,219.0,1,Long
958,44,6,147,Homepage,Click,235.0,1,Long
959,21,4,224,Homepage,View,16.0,1,Short
960,60,1,802,Checkout,Drop-off,,1,Long
961,69,8,720,ProductPage,View,278.0,1,Long
962,34,18,557,Homepage,Click,211.0,1,Long
963,50,11,632,Checkout,Purchase,114.0,1,Medium
964,20,2,741,ProductPage,View,140.0,1,Long
965,13,14,372,Checkout,Drop-off,,1,Long
966,62,6,766,Checkout,Drop-off,,1,Long
967,60,9,189,Checkout,Drop-off,,1,Long
968,45,9,568,Homepage,Click,10.0,1,Short
969,48,11,455,Checkout,Purchase,174.0,1,Long
970,22,19,262,Homepage,View,199.0,1,Long
971,100,14,660,ProductPage,View,100.0,1,Medium
972,100,9,90,Checkout,Drop-off,,1,Long
973,91,7,613,Homepage,View,82.0,1,Medium
974,61,5,934,Homepage,Click,138.0,1,Long
975,25,18,992,Homepage,Click,134.0,1,Long
976,76,5,217,Homepage,View,187.0,1,Long
977,58,4,53,ProductPage,View,294.0,1,Long
978,59,13,1012,Checkout,Drop-off,,1,Long
979,30,8,141,Homepage,Click,13.0,1,Short
980,95,7,73,Checkout,Purchase,119.0,1,Medium
981,63,14,305,Homepage,View,292.0,1,Long
982,33,20,181,Homepage,Click,78.0,1,Medium
983,76,7,630,ProductPage,Click,154.0,1,Long
984,57,14,397,Homepage,Click,200.0,1,Long
985,20,3,775,ProductPage,Click,283.0,1,Long
986,65,12,500,ProductPage,Click,141.0,1,Long
987,19,10,612,Homepage,View,227.0,1,Long
988,39,5,839,Homepage,Click,296.0,1,Long
989,77,19,1061,ProductPage,Click,157.0,1,Long
990,82,8,459,Homepage,View,120.0,1,Medium
991,11,4,326,ProductPage,View,273.0,1,Long
992,84,15,423,ProductPage,View,49.0,1,Medium
993,44,16,201,Homepage,Click,153.0,1,Long
994,93,3,465,Homepage,View,288.0,1,Long
995,8,17,1034,ProductPage,View,135.0,1,Long
996,54,4,383,Homepage,Click,197.0,1,Long
997,88,1,447,ProductPage,Click,84.0,1,Medium
998,38,19,346,Homepage,View,127.0,1,Long
999,41,17,724,ProductPage,View,290.0,1,Long
1000,69,8,357,Homepage,Click,272.0,1,Long
1001,78,2,262,ProductPage,Click,108.0,1,Medium
1002,91,3,429,Homepage,Click,291.0,1,Long
1003,86,13,484,Homepage,Click,64.0,1,Medium
1004,7,15,527,Homepage,View,23.0,1,Short
1005,61,11,125,Checkout,Drop-off,,1,Long
1006,70,6,614,ProductPage,View,163.0,1,Long
1007,36,4,992,Homepage,View,21.0,1,Short
1008,4,11,428,Homepage,Click,219.0,1,Long
1009,12,19,850,Checkout,Drop-off,,1,Long
1010,94,3,889,Checkout,Drop-off,,1,Long
1011,98,17,215,ProductPage,View,180.0,1,Long
1012,39,6,488,ProductPage,View,118.0,1,Medium
1013,21,20,136,ProductPage,View,201.0,1,Long
1014,95,20,455,Homepage,Click,175.0,1,Long
1015,8,11,410,Checkout,Purchase,98.0,1,Medium
1016,47,20,781,Homepage,View,181.0,1,Long
1017,89,5,889,ProductPage,View,161.0,1,Long
1018,32,15,1030,Checkout,Drop-off,,1,Long
1019,22,14,963,Homepage,View,100.0,1,Medium
1020,78,13,304,ProductPage,View,37.0,1,Medium
1021,90,19,336,Checkout,Drop-off,,1,Long
1022,52,12,1074,Homepage,View,64.0,1,Medium
1023,61,4,423,ProductPage,View,265.0,1,Long
1024,77,8,485,Homepage,View,55.0,1,Medium
1025,53,13,1099,Checkout,Drop-off,,1,Long
1026,70,16,76,ProductPage,View,109.0,1,Medium
1027,44,9,194,Homepage,View,76.0,1,Medium
1028,38,13,332,Homepage,View,122.0,1,Long
1029,32,2,247,ProductPage,View,149.0,1,Long
1030,60,20,507,ProductPage,View,201.0,1,Long
1031,87,13,139,Checkout,Drop-off,,1,Long
1032,82,14,545,Homepage,Click,244.0,1,Long
1033,75,11,623,ProductPage,Click,234.0,1,Long
1034,53,3,698,ProductPage,Click,72.0,1,Medium
1035,82,6,628,Homepage,Click,124.0,1,Long
1036,22,7,132,ProductPage,Click,30.0,1,Medium
1037,35,10,611,Checkout,Purchase,289.0,1,Long
1038,71,2,1071,ProductPage,View,208.0,1,Long
1039,68,10,649,Checkout,Drop-off,,1,Long
1040,83,9,166,Checkout,Drop-off,,1,Long
1041,38,9,656,ProductPage,View,34.0,1,Medium
1042,36,12,1062,Homepage,Click,246.0,1,Long
1043,31,2,1016,Checkout,Purchase,249.0,1,Long
1044,37,10,413,ProductPage,View,251.0,1,Long
1045,95,12,592,Checkout,Drop-off,,1,Long
1046,64,5,465,ProductPage,View,271.0,1,Long
1047,92,18,83,ProductPage,View,98.0,1,Medium
1048,71,16,191,Checkout,Drop-off,,1,Long
1049,50,17,795,Homepage,View,245.0,1,Long
1050,67,12,204,ProductPage,View,72.0,1,Medium
1051,97,15,1097,Homepage,View,268.0,1,Long
1052,58,13,564,ProductPage,View,299.0,1,Long
1053,29,12,795,Homepage,View,251.0,1,Long
1054,30,10,353,ProductPage,View,110.0,1,Medium
1055,8,4,760,ProductPage,View,133.0,1,Long
1056,12,15,852,ProductPage,View,145.0,1,Long
1057,96,13,43,Homepage,Click,187.0,1,Long
1058,19,13,105,Homepage,Click,178.0,1,Long
1059,30,12,50,ProductPage,Click,128.0,1,Long
1060,8,13,119,Homepage,Click,264.0,1,Long
1061,56,10,668,Homepage,View,105.0,1,Medium
1062,13,2,1110,Homepage,Click,21.0,1,Short
1063,44,18,399,Checkout,Purchase,208.0,1,Long
1064,28,17,976,Checkout,Drop-off,,1,Long
1065,44,1,477,Homepage,Click,81.0,1,Medium
1066,37,6,639,Homepage,View,232.0,1,Long
1067,77,15,767,ProductPage,View,122.0,1,Long
1068,60,16,1043,Homepage,Click,136.0,1,Long
1069,73,16,574,Checkout,Purchase,56.0,1,Medium
1070,88,8,458,Homepage,View,206.0,1,Long
1071,79,5,1063,Checkout,Drop-off,,1,Long
1072,28,1,186,ProductPage,View,149.0,1,Long
1073,28,16,674,Homepage,View,285.0,1,Long
1074,44,9,762,Homepage,Click,93.0,1,Medium
1075,14,18,232,Homepage,Click,186.0,1,Long
1076,28,9,609,ProductPage,Click,63.0,1,Medium
1077,6,1,834,Homepage,Click,140.0,1,Long
1078,29,8,608,Homepage,View,163.0,1,Long
1079,67,12,437,Homepage,View,280.0,1,Long
1080,70,20,91,ProductPage,View,216.0,1,Long
1081,32,9,842,Homepage,View,124.0,1,Long
1082,92,19,237,Checkout,Drop-off,,1,Long
1083,25,10,791,Homepage,Click,173.0,1,Long
1084,77,3,214,ProductPage,Click,250.0,1,Long
1085,6,3,1105,Homepage,Click,139.0,1,Long
1086,4,16,624,ProductPage,Click,74.0,1,Medium
1087,65,4,859,Homepage,View,133.0,1,Long
1088,80,9,194,Checkout,Drop-off,,1,Long
1089,18,18,667,Checkout,Drop-off,,1,Long
1090,93,10,856,Homepage,View,117.0,1,Medium
1091,48,11,815,ProductPage,View,20.0,1,Short
1092,95,16,63,ProductPage,View,92.0,1,Medium
1093,92,3,512,Homepage,Click,29.0,1,Short
1094,79,6,245,Homepage,View,23.0,1,Short
1095,26,10,774,Checkout,Drop-off,,1,Long
1096,70,15,125,Homepage,Click,225.0,1,Long
1097,89,8,174,Homepage,View,132.0,1,Long
1098,57,18,977,Checkout,Drop-off,,1,Long
