engagement_key,product_key,date_key,campaign_id,content_type,likes,views_clicks_combined,engagement_score,views,clicks
1165,6,1090,6,NEWSLETTER,0,508-10,,508,10
1166,11,1050,3,Video,0,512-18,,512,18
1167,18,590,3,BLOG,14,1793-91,,1793,91
1168,6,535,3,video,70,2452-459,,2452,459
1169,1,1085,18,Video,0,128-1,,128,1
1170,20,800,6,Blog,2,808-73,,808,73
1171,9,926,8,video,9,1625-120,,1625,120
1172,19,636,3,Video,15,885-163,,885,163
1173,14,527,18,BLOG,80,4615-930,,4615,930
1174,5,82,3,socialmedia,480,5312-1684,,5312,1684
1175,14,537,10,SOCIALMEDIA,155,3331-756,,3331,756
1176,14,1075,17,blog,0,27-0,,27,0
1177,2,1059,17,Socialmedia,0,687-13,,687,13
1178,12,966,1,Socialmedia,1,567-21,,567,21
1179,10,1122,11,Newsletter,0,366-6,,366,6
1180,19,498,1,Video,88,1152-307,,1152,307
1181,12,702,7,BLOG,19,1677-202,,1677,202
1182,15,366,20,Blog,266,5537-1868,,5537,1868
1183,13,1119,6,Video,0,540-23,,540,23
1184,9,762,14,video,34,2425-368,,2425,368
1185,15,93,10,newsletter,73,4036-579,,4036,579
1186,6,1100,7,Newsletter,0,897-17,,897,17
1187,18,256,10,Newsletter,21,880-74,,880,74
1188,7,560,14,NEWSLETTER,85,2044-457,,2044,457
1189,15,64,4,Blog,198,9570-1373,,9570,1373
1190,12,927,13,Blog,0,24-1,,24,1
1191,18,40,4,video,1395,8295-3174,,8295,3174
1192,15,1069,2,video,0,22-0,,22,0
1193,18,282,11,Socialmedia,172,3593-862,,3593,862
1194,13,861,12,socialmedia,3,672-30,,672,30
1195,7,288,20,VIDEO,135,4527-787,,4527,787
1196,2,998,4,Blog,0,243-14,,243,14
1197,9,82,5,VIDEO,1240,8445-2783,,8445,2783
1198,20,591,7,NEWSLETTER,65,3798-336,,3798,336
1199,15,1125,13,newsletter,0,742-18,,742,18
1200,15,862,19,Video,2,504-45,,504,45
1201,1,134,20,SOCIALMEDIA,155,4710-668,,4710,668
1202,6,400,18,VIDEO,116,3421-406,,3421,406
1203,10,1039,8,Blog,0,562-15,,562,15
1204,8,1021,1,VIDEO,0,926-32,,926,32
1205,8,1053,17,Socialmedia,0,361-11,,361,11
1206,20,390,5,SOCIALMEDIA,8,233-59,,233,59
1207,19,806,2,socialmedia,6,2388-217,,2388,217
1208,20,519,15,Socialmedia,15,689-80,,689,80
1209,9,338,11,video,92,2015-364,,2015,364
1210,8,981,3,Video,0,247-10,,247,10
1211,20,294,9,socialmedia,177,3932-525,,3932,525
1212,16,372,10,blog,4,84-14,,84,14
1213,19,489,16,NEWSLETTER,11,381-69,,381,69
1214,8,346,13,Video,106,4875-1239,,4875,1239
1215,18,490,14,video,32,787-148,,787,148
1216,7,417,14,Newsletter,20,1742-170,,1742,170
1217,16,589,3,newsletter,61,1420-324,,1420,324
1218,6,147,11,VIDEO,779,4840-1780,,4840,1780
1219,8,1060,17,Video,0,269-6,,269,6
1220,2,735,2,VIDEO,42,3170-478,,3170,478
1221,4,620,14,Socialmedia,76,3298-524,,3298,524
1222,4,742,5,Newsletter,61,3428-588,,3428,588
1223,5,578,16,NEWSLETTER,8,539-38,,539,38
1224,1,235,1,video,166,7066-1061,,7066,1061
1225,17,155,2,Blog,205,2307-720,,2307,720
1226,13,1039,15,video,0,185-6,,185,6
1227,16,766,16,Newsletter,1,447-37,,447,37
1228,11,274,4,BLOG,213,6768-846,,6768,846
1229,2,248,7,socialmedia,261,4156-951,,4156,951
1230,1,203,7,BLOG,90,6509-721,,6509,721
1231,1,1017,11,Blog,0,122-5,,122,5
1232,15,346,9,SOCIALMEDIA,74,3594-398,,3594,398
1233,7,790,6,SOCIALMEDIA,11,2810-167,,2810,167
1234,11,1027,20,blog,0,645-8,,645,8
1235,1,134,20,Socialmedia,218,3374-1521,,3374,1521
1236,8,293,15,VIDEO,99,3785-714,,3785,714
1237,7,825,2,BLOG,3,306-28,,306,28
1238,19,348,11,Socialmedia,187,6483-668,,6483,668
1239,3,100,16,newsletter,1220,7400-3016,,7400,3016
1240,8,1040,17,SOCIALMEDIA,1,669-32,,669,32
1241,2,305,12,BLOG,71,2646-851,,2646,851
1242,8,923,9,blog,2,538-31,,538,31
1243,10,333,8,Socialmedia,137,6361-951,,6361,951
1244,15,654,6,BLOG,39,4120-758,,4120,758
1245,10,609,20,Socialmedia,48,4064-367,,4064,367
1246,2,1095,8,VIDEO,0,406-8,,406,8
1247,5,384,15,SOCIALMEDIA,2,75-20,,75,20
1248,9,257,12,Newsletter,511,5340-1990,,5340,1990
1249,18,326,15,Newsletter,247,4797-1033,,4797,1033
1250,7,282,1,SOCIALMEDIA,396,4216-1453,,4216,1453
1251,17,104,20,Blog,102,4060-476,,4060,476
1252,12,1083,18,socialmedia,0,327-15,,327,15
1253,2,925,15,Video,7,1594-96,,1594,96
1254,11,660,14,BLOG,22,3450-411,,3450,411
1255,4,394,19,Blog,192,5004-1271,,5004,1271
1256,1,355,3,Blog,44,781-173,,781,173
1257,10,753,10,Newsletter,24,3289-162,,3289,162
1258,14,645,12,VIDEO,63,3432-488,,3432,488
1259,8,817,15,blog,3,1129-59,,1129,59
1260,1,625,3,socialmedia,5,376-38,,376,38
1261,19,71,16,blog,1314,7167-3327,,7167,3327
1262,5,230,18,VIDEO,108,1196-292,,1196,292
1263,5,583,12,Video,19,2343-277,,2343,277
1264,7,257,9,Socialmedia,156,7538-1603,,7538,1603
1265,15,46,12,Blog,133,4315-516,,4315,516
1266,18,272,14,blog,230,2739-969,,2739,969
1267,16,172,17,Video,101,1229-385,,1229,385
1268,14,680,20,video,41,3428-262,,3428,262
1269,6,795,7,socialmedia,19,2121-223,,2121,223
1270,1,598,13,VIDEO,136,3521-588,,3521,588
1271,14,940,12,newsletter,0,304-14,,304,14
1272,10,338,15,SOCIALMEDIA,329,6346-1640,,6346,1640
1273,13,739,15,Newsletter,10,1231-99,,1231,99
1274,19,842,5,Socialmedia,2,785-42,,785,42
1275,3,266,13,video,24,596-100,,596,100
1276,5,1096,11,newsletter,0,243-11,,243,11
1277,16,891,12,blog,2,2031-113,,2031,113
1278,14,408,16,Newsletter,18,1802-236,,1802,236
1279,8,486,12,newsletter,137,2838-553,,2838,553
1280,17,107,19,Video,145,777-359,,777,359
1281,11,382,10,NEWSLETTER,8,355-28,,355,28
1282,2,1102,11,VIDEO,0,261-10,,261,10
1283,5,769,4,Blog,33,2098-269,,2098,269
1284,1,428,14,VIDEO,310,6107-1918,,6107,1918
1285,18,907,8,Newsletter,1,573-16,,573,16
1286,19,980,3,Newsletter,0,793-15,,793,15
1287,11,190,11,blog,711,7697-2001,,7697,2001
1288,18,980,9,blog,0,750-16,,750,16
1289,9,373,4,Newsletter,102,6432-585,,6432,585
1290,8,836,6,Socialmedia,9,2102-264,,2102,264
1291,20,69,13,VIDEO,146,6240-1012,,6240,1012
1292,7,517,1,VIDEO,95,5100-528,,5100,528
1293,4,930,20,video,0,415-10,,415,10
1294,10,573,13,Newsletter,62,4464-1044,,4464,1044
1295,15,430,3,Newsletter,158,6036-618,,6036,618
1296,15,748,8,Blog,17,1359-102,,1359,102
1297,20,1109,12,Newsletter,0,836-20,,836,20
1298,7,435,1,VIDEO,49,3367-280,,3367,280
1299,8,447,16,blog,39,2916-580,,2916,580
1300,10,105,10,newsletter,84,888-230,,888,230
1301,8,426,17,socialmedia,65,3555-444,,3555,444
1302,5,994,14,video,0,324-16,,324,16
1303,6,560,14,Newsletter,90,5143-603,,5143,603
1304,2,314,19,socialmedia,192,6299-1763,,6299,1763
1305,11,131,20,video,22,1000-119,,1000,119
1306,5,809,20,Socialmedia,6,1500-109,,1500,109
1307,20,429,17,newsletter,25,570-160,,570,160
1308,8,618,20,NEWSLETTER,33,2880-519,,2880,519
1309,13,1004,4,Socialmedia,0,29-1,,29,1
1310,17,610,12,SOCIALMEDIA,19,1071-108,,1071,108
1311,12,386,3,blog,1,96-26,,96,26
1312,3,656,17,Blog,18,988-104,,988,104
1313,18,642,4,Blog,8,297-56,,297,56
1314,20,1122,12,Socialmedia,0,803-12,,803,12
1315,13,1105,17,video,0,84-4,,84,4
1316,1,159,9,VIDEO,360,6122-1217,,6122,1217
1317,5,484,19,Socialmedia,44,701-203,,701,203
1318,7,205,5,blog,263,6963-1336,,6963,1336
1319,13,731,14,Newsletter,15,3459-341,,3459,341
1320,8,568,1,video,10,618-144,,618,144
1321,11,41,1,BLOG,251,5522-758,,5522,758
1322,1,281,6,BLOG,59,3479-579,,3479,579
1323,11,655,12,Socialmedia,7,701-115,,701,115
1324,18,122,18,Video,370,3407-1027,,3407,1027
1325,4,1119,7,SOCIALMEDIA,0,154-7,,154,7
1326,8,84,11,Blog,289,7168-1026,,7168,1026
1327,6,923,6,SOCIALMEDIA,1,1010-43,,1010,43
1328,13,974,12,SOCIALMEDIA,1,1200-60,,1200,60
1329,1,511,16,video,114,3112-763,,3112,763
1330,15,997,10,BLOG,1,1041-48,,1041,48
1331,6,536,16,Video,14,585-151,,585,151
1332,20,506,14,Newsletter,93,5626-431,,5626,431
1333,6,773,15,VIDEO,50,2917-339,,2917,339
1334,17,1072,20,newsletter,0,353-15,,353,15
1335,5,831,4,Blog,34,2370-257,,2370,257
1336,15,522,2,Blog,162,5023-788,,5023,788
1337,14,598,9,blog,36,2519-171,,2519,171
1338,7,789,15,newsletter,36,2763-254,,2763,254
1339,18,347,9,socialmedia,255,2488-767,,2488,767
1340,16,745,2,socialmedia,17,2657-112,,2657,112
1341,4,204,17,NEWSLETTER,291,8212-1563,,8212,1563
1342,12,1043,15,socialmedia,0,642-7,,642,7
1343,10,575,19,BLOG,105,3326-453,,3326,453
1344,6,282,8,socialmedia,216,7037-2173,,7037,2173
1345,5,921,6,blog,7,1432-119,,1432,119
1346,15,942,3,Newsletter,3,1263-74,,1263,74
1347,4,790,11,video,5,1037-133,,1037,133
1348,19,127,10,Socialmedia,267,3893-1415,,3893,1415
1349,9,719,16,socialmedia,8,530-78,,530,78
1350,3,1004,3,Blog,0,899-13,,899,13
1351,20,346,7,video,176,6783-506,,6783,506
1352,7,791,5,NEWSLETTER,8,554-72,,554,72
1353,11,745,4,VIDEO,24,3083-224,,3083,224
1354,13,129,9,SOCIALMEDIA,265,4002-939,,4002,939
1355,11,524,20,Blog,90,4537-495,,4537,495
1356,18,834,1,VIDEO,1,298-13,,298,13
1357,17,1040,19,socialmedia,0,561-17,,561,17
1358,7,996,9,VIDEO,1,912-35,,912,35
1359,9,141,20,video,216,8618-865,,8618,865
1360,19,423,4,blog,170,5746-1768,,5746,1768
1361,7,589,1,Video,20,3485-314,,3485,314
1362,9,390,19,Blog,77,3658-574,,3658,574
1363,9,539,13,NEWSLETTER,61,2113-445,,2113,445
1364,15,78,6,Video,401,3483-1576,,3483,1576
1365,15,1034,6,NEWSLETTER,0,510-7,,510,7
1366,11,348,19,newsletter,83,4019-394,,4019,394
1367,11,613,1,BLOG,1,159-13,,159,13
1368,20,786,14,NEWSLETTER,12,2901-222,,2901,222
1369,16,568,14,SOCIALMEDIA,73,2203-512,,2203,512
1370,14,255,16,video,153,3746-409,,3746,409
1371,1,1052,12,Newsletter,0,413-11,,413,11
1372,4,96,17,Blog,143,6419-636,,6419,636
1373,3,84,20,socialmedia,8,211-64,,211,64
1374,6,1001,18,Socialmedia,0,725-28,,725,28
1375,17,831,7,Socialmedia,9,1644-99,,1644,99
1376,18,453,16,Newsletter,96,4573-622,,4573,622
1377,16,1023,2,SOCIALMEDIA,0,69-1,,69,1
1378,8,719,19,Newsletter,3,615-73,,615,73
1379,10,630,7,newsletter,23,2101-234,,2101,234
1380,3,447,15,SOCIALMEDIA,35,1550-278,,1550,278
1381,10,628,16,BLOG,85,3184-602,,3184,602
1382,18,1015,13,NEWSLETTER,0,545-14,,545,14
1383,18,864,16,newsletter,5,2047-192,,2047,192
1384,18,149,19,Newsletter,197,8551-1148,,8551,1148
1385,15,909,1,video,2,691-27,,691,27
1386,13,1127,15,Video,0,731-12,,731,12
1387,18,688,9,Socialmedia,8,2099-94,,2099,94
1388,8,425,9,newsletter,112,3864-761,,3864,761
1389,6,448,16,Socialmedia,99,6109-1102,,6109,1102
1390,18,1100,12,Video,0,64-1,,64,1
1391,1,652,14,blog,71,3047-492,,3047,492
1392,16,733,3,blog,29,1832-300,,1832,300
1393,13,780,20,Socialmedia,10,3004-146,,3004,146
1394,1,433,5,blog,3,238-25,,238,25
1395,20,772,15,Newsletter,13,615-88,,615,88
1396,12,285,4,video,81,1341-245,,1341,245
1397,17,848,1,socialmedia,13,1547-156,,1547,156
1398,3,1000,12,socialmedia,0,409-15,,409,15
1399,18,166,7,Newsletter,362,6377-1878,,6377,1878
1400,6,173,11,Video,102,2175-401,,2175,401
1401,13,917,3,Video,2,689-37,,689,37
1402,8,291,20,socialmedia,113,4459-389,,4459,389
1403,10,695,3,Newsletter,44,2365-458,,2365,458
1404,20,765,19,Blog,7,1403-91,,1403,91
1405,10,457,14,video,76,2658-555,,2658,555
1406,9,1070,19,SOCIALMEDIA,0,269-4,,269,4
1407,3,918,13,video,4,1008-58,,1008,58
1408,16,598,15,Video,27,999-144,,999,144
1409,12,407,9,Socialmedia,160,4142-965,,4142,965
1410,9,926,14,SOCIALMEDIA,6,902-73,,902,73
1411,15,42,4,SOCIALMEDIA,454,8348-1133,,8348,1133
1412,4,1120,11,video,0,824-10,,824,10
1413,19,485,3,Socialmedia,74,3591-465,,3591,465
1414,17,205,6,VIDEO,238,5570-1488,,5570,1488
1415,6,639,10,NEWSLETTER,37,1710-315,,1710,315
1416,12,1125,16,newsletter,0,433-4,,433,4
1417,8,217,11,video,467,4952-1314,,4952,1314
1418,1,575,17,Video,19,1424-302,,1424,302
1419,19,506,16,Newsletter,104,3026-532,,3026,532
1420,13,789,9,Blog,10,1660-247,,1660,247
1421,11,129,13,Video,1032,8472-3036,,8472,3036
1422,1,63,2,VIDEO,1977,9399-4238,,9399,4238
1423,4,995,18,Blog,0,899-22,,899,22
1424,6,654,17,SOCIALMEDIA,48,1868-239,,1868,239
1425,2,789,10,Video,5,2016-117,,2016,117
1426,17,784,1,blog,16,2280-232,,2280,232
1427,18,276,19,newsletter,125,4319-1168,,4319,1168
1428,17,103,8,Video,506,5778-1846,,5778,1846
1429,1,641,9,Socialmedia,83,4108-462,,4108,462
1430,13,738,4,VIDEO,19,1649-131,,1649,131
1431,16,758,2,Video,24,2089-286,,2089,286
1432,4,742,2,Blog,5,734-71,,734,71
1433,19,239,14,Socialmedia,200,3663-1371,,3663,1371
1434,16,703,19,Newsletter,4,808-93,,808,93
1435,19,557,5,BLOG,40,5138-285,,5138,285
1436,20,245,11,socialmedia,318,3507-1283,,3507,1283
1437,14,281,16,video,16,947-205,,947,205
1438,11,419,16,Video,262,4649-1173,,4649,1173
1439,3,956,5,VIDEO,1,1040-19,,1040,19
1440,4,1089,13,Socialmedia,1,869-41,,869,41
1441,10,405,12,Socialmedia,48,5919-550,,5919,550
1442,11,966,1,Blog,0,1049-30,,1049,30
1443,13,265,19,newsletter,360,6111-1076,,6111,1076
1444,16,841,11,Newsletter,2,426-24,,426,24
1445,12,382,17,Blog,122,4625-412,,4625,412
1446,6,362,15,NEWSLETTER,42,4096-458,,4096,458
1447,2,270,11,Newsletter,23,563-171,,563,171
1448,16,1050,19,Blog,0,282-8,,282,8
1449,7,327,18,Socialmedia,12,192-46,,192,46
1450,9,532,20,socialmedia,85,2183-319,,2183,319
1451,19,47,14,video,1052,5115-2329,,5115,2329
1452,7,796,6,blog,1,215-16,,215,16
1453,12,859,1,socialmedia,3,1108-57,,1108,57
1454,19,958,6,socialmedia,1,1261-96,,1261,96
1455,1,311,14,Blog,429,7064-1425,,7064,1425
1456,19,1122,15,VIDEO,1,818-25,,818,25
1457,17,67,15,Video,283,4168-905,,4168,905
1458,5,963,18,VIDEO,0,335-9,,335,9
1459,18,297,6,Blog,191,3254-571,,3254,571
1460,14,1106,10,SOCIALMEDIA,0,26-0,,26,0
1461,12,997,15,Blog,0,1104-14,,1104,14
1462,3,335,19,Blog,32,321-97,,321,97
1463,2,380,19,newsletter,16,1532-230,,1532,230
1464,15,143,16,Newsletter,300,3926-1740,,3926,1740
1465,20,840,1,Video,8,551-67,,551,67
1466,11,556,11,Video,7,409-89,,409,89
1467,6,980,1,VIDEO,0,375-13,,375,13
1468,2,1060,14,video,1,795-31,,795,31
1469,4,238,8,Newsletter,106,819-295,,819,295
1470,5,417,12,socialmedia,55,2482-188,,2482,188
1471,16,130,5,Video,499,8486-2343,,8486,2343
1472,12,46,3,Socialmedia,608,5369-2089,,5369,2089
1473,5,62,10,Socialmedia,243,5260-914,,5260,914
1474,14,283,16,Socialmedia,371,3869-1072,,3869,1072
1475,7,117,7,Video,628,5173-2073,,5173,2073
1476,12,55,17,VIDEO,583,5869-1582,,5869,1582
1477,11,990,12,blog,2,985-45,,985,45
1478,8,144,2,blog,161,1702-693,,1702,693
1479,6,529,14,video,13,847-64,,847,64
1480,14,745,17,Blog,11,1262-80,,1262,80
1481,7,595,4,NEWSLETTER,1,284-14,,284,14
1482,6,216,20,Newsletter,61,764-168,,764,168
1483,7,347,6,VIDEO,179,3039-653,,3039,653
1484,17,657,20,blog,2,448-51,,448,51
1485,3,863,7,video,3,1155-68,,1155,68
1486,15,829,9,Newsletter,5,973-94,,973,94
1487,4,548,1,Blog,145,3941-575,,3941,575
1488,7,788,4,Blog,25,2854-316,,2854,316
1489,5,736,12,Video,31,1330-195,,1330,195
1490,2,644,7,SOCIALMEDIA,7,521-40,,521,40
1491,3,282,10,SOCIALMEDIA,103,2088-475,,2088,475
1492,1,348,3,NEWSLETTER,51,3409-543,,3409,543
1493,6,890,9,Blog,2,666-66,,666,66
1494,6,476,18,Blog,17,2213-273,,2213,273
1495,1,971,19,socialmedia,0,898-13,,898,13
1496,3,847,4,Video,7,2100-78,,2100,78
1497,8,1087,1,Newsletter,0,452-21,,452,21
1498,11,1089,4,BLOG,0,851-20,,851,20
1499,6,498,15,Socialmedia,162,4293-918,,4293,918
1500,8,227,12,blog,346,6044-1774,,6044,1774
1501,10,827,17,Newsletter,4,1731-103,,1731,103
1502,12,300,5,video,508,6332-2283,,6332,2283
1503,2,923,14,NEWSLETTER,0,670-27,,670,27
1504,18,557,2,VIDEO,73,3222-503,,3222,503
1505,9,746,4,Video,16,1046-97,,1046,97
1506,5,233,7,socialmedia,261,2117-857,,2117,857
1507,11,702,1,Blog,26,1150-205,,1150,205
1508,6,935,20,Newsletter,0,314-18,,314,18
1509,3,1019,15,Newsletter,0,732-14,,732,14
1510,8,801,19,VIDEO,2,2438-84,,2438,84
1511,14,871,20,Blog,9,2009-125,,2009,125
1512,1,737,6,video,11,2460-173,,2460,173
1513,7,404,1,Socialmedia,60,2964-289,,2964,289
1514,15,84,15,BLOG,230,4938-1467,,4938,1467
1515,5,133,4,Socialmedia,1221,8826-3729,,8826,3729
1516,7,939,20,BLOG,2,1001-76,,1001,76
1517,16,651,19,newsletter,20,1287-102,,1287,102
1518,9,1041,10,newsletter,0,416-10,,416,10
1519,1,325,6,Newsletter,354,2930-975,,2930,975
1520,6,833,15,Blog,1,1905-53,,1905,53
1521,17,439,11,Newsletter,119,2964-913,,2964,913
1522,9,321,18,newsletter,644,5739-1980,,5739,1980
1523,12,396,6,Newsletter,226,6263-1098,,6263,1098
1524,20,75,18,SOCIALMEDIA,430,5734-1326,,5734,1326
1525,9,490,20,newsletter,42,1323-335,,1323,335
1526,4,759,10,Newsletter,42,2063-308,,2063,308
1527,5,207,7,socialmedia,219,3675-1326,,3675,1326
1528,16,193,17,BLOG,302,8505-862,,8505,862
1529,1,148,11,Video,652,7674-1466,,7674,1466
1530,15,824,20,newsletter,1,146-14,,146,14
1531,16,1038,17,VIDEO,0,88-3,,88,3
1532,14,298,19,blog,8,349-77,,349,77
1533,19,960,1,BLOG,0,38-0,,38,0
1534,9,218,10,Socialmedia,51,1119-272,,1119,272
1535,12,668,16,BLOG,21,980-103,,980,103
1536,5,214,1,SOCIALMEDIA,278,7082-1186,,7082,1186
1537,18,911,11,socialmedia,7,800-74,,800,74
1538,11,740,8,Socialmedia,12,1783-118,,1783,118
1539,16,1050,7,newsletter,0,158-3,,158,3
1540,2,492,14,Newsletter,156,5156-903,,5156,903
1541,16,170,5,Blog,240,2446-913,,2446,913
1542,1,828,6,Blog,19,1541-175,,1541,175
1543,11,901,5,newsletter,1,384-38,,384,38
1544,1,663,15,socialmedia,61,2791-537,,2791,537
1545,6,838,1,blog,14,1533-161,,1533,161
1546,12,1035,15,Blog,0,392-14,,392,14
1547,13,46,18,NEWSLETTER,126,6316-838,,6316,838
1548,5,727,9,Video,11,1881-136,,1881,136
1549,8,677,7,blog,14,1741-115,,1741,115
1550,15,668,5,Newsletter,14,1514-185,,1514,185
1551,11,445,12,VIDEO,2,159-44,,159,44
1552,17,1122,16,SOCIALMEDIA,0,999-18,,999,18
1553,20,963,7,Newsletter,0,574-10,,574,10
1554,4,629,6,NEWSLETTER,20,1140-246,,1140,246
1555,5,1004,1,newsletter,0,434-7,,434,7
1556,8,418,5,socialmedia,48,1098-188,,1098,188
1557,4,1126,11,Blog,0,986-48,,986,48
1558,8,982,5,newsletter,0,183-3,,183,3
1559,12,282,8,BLOG,12,396-41,,396,41
1560,3,165,3,video,10,240-54,,240,54
1561,15,189,3,Blog,71,3012-309,,3012,309
1562,8,309,15,blog,168,2291-543,,2291,543
1563,4,160,12,Socialmedia,415,7329-1692,,7329,1692
1564,14,523,5,NEWSLETTER,16,1620-119,,1620,119
1565,19,559,6,BLOG,56,2435-533,,2435,533
1566,17,788,19,Video,3,550-63,,550,63
1567,6,109,14,Video,282,2313-729,,2313,729
1568,3,916,8,socialmedia,0,559-14,,559,14
1569,3,977,5,Newsletter,0,143-7,,143,7
1570,6,345,4,blog,620,6844-2088,,6844,2088
1571,17,879,4,blog,5,645-66,,645,66
1572,17,269,1,Socialmedia,124,1794-416,,1794,416
1573,13,540,3,SOCIALMEDIA,9,166-40,,166,40
1574,5,628,19,newsletter,5,385-24,,385,24
1575,4,228,10,blog,120,3659-650,,3659,650
1576,11,106,15,newsletter,230,2059-688,,2059,688
1577,18,970,5,socialmedia,1,1082-23,,1082,23
1578,10,672,10,Socialmedia,77,2954-482,,2954,482
1579,20,568,9,Newsletter,15,618-80,,618,80
1580,4,552,18,Socialmedia,47,4257-284,,4257,284
1581,11,1074,12,Socialmedia,0,785-17,,785,17
1582,4,1064,16,blog,0,672-31,,672,31
1583,1,179,3,Video,141,1564-518,,1564,518
1584,10,1068,4,VIDEO,0,634-19,,634,19
1585,1,299,7,Video,19,569-149,,569,149
1586,17,237,15,Blog,2,81-17,,81,17
1587,2,816,18,Blog,16,1938-183,,1938,183
1588,12,490,2,video,315,4510-1157,,4510,1157
1589,11,460,19,Socialmedia,15,445-93,,445,93
1590,11,1009,8,newsletter,0,1029-15,,1029,15
1591,8,398,6,Socialmedia,18,245-58,,245,58
1592,20,47,6,Blog,1155,6811-3230,,6811,3230
1593,2,910,12,Video,2,1861-88,,1861,88
1594,5,574,6,blog,30,3057-245,,3057,245
1595,20,251,16,Blog,124,5930-564,,5930,564
1596,9,49,8,Video,263,2764-1031,,2764,1031
1597,1,246,14,VIDEO,112,4135-458,,4135,458
1598,19,60,7,Socialmedia,174,5780-1606,,5780,1606
1599,20,299,16,Socialmedia,245,3274-908,,3274,908
1600,4,801,11,VIDEO,8,2102-166,,2102,166
1601,16,985,10,newsletter,2,1003-51,,1003,51
1602,9,1103,2,Newsletter,0,175-4,,175,4
1603,4,496,14,Video,36,1482-162,,1482,162
1604,5,810,7,Video,24,2573-358,,2573,358
1605,17,660,6,Blog,63,3500-341,,3500,341
1606,4,651,9,BLOG,42,2950-364,,2950,364
1607,16,343,20,NEWSLETTER,198,3582-716,,3582,716
1608,3,624,8,blog,97,4345-844,,4345,844
1609,2,860,4,Socialmedia,3,2108-97,,2108,97
1610,20,182,8,Socialmedia,380,2861-964,,2861,964
1611,1,813,17,socialmedia,14,1007-115,,1007,115
1612,13,620,11,socialmedia,68,3619-417,,3619,417
1613,4,774,19,Newsletter,10,730-65,,730,65
1614,17,690,7,Newsletter,51,2410-366,,2410,366
1615,16,1105,7,BLOG,0,813-11,,813,11
1616,7,382,11,Socialmedia,136,4737-445,,4737,445
1617,12,170,14,blog,329,7361-1919,,7361,1919
1618,4,967,14,video,0,1086-27,,1086,27
1619,18,1124,9,Blog,0,906-18,,906,18
1620,12,134,12,Blog,535,6216-1342,,6216,1342
1621,5,781,1,Newsletter,8,1670-110,,1670,110
1622,12,67,17,NEWSLETTER,664,7503-2606,,7503,2606
1623,1,902,8,video,1,766-19,,766,19
1624,7,146,7,Blog,167,4123-840,,4123,840
1625,16,617,10,socialmedia,86,2289-420,,2289,420
1626,14,851,10,video,21,1749-213,,1749,213
1627,13,783,12,SOCIALMEDIA,9,2347-78,,2347,78
1628,17,826,7,blog,6,2702-95,,2702,95
1629,7,961,12,NEWSLETTER,1,331-25,,331,25
1630,15,136,13,blog,673,8455-2832,,8455,2832
1631,11,725,14,Blog,2,878-34,,878,34
1632,4,948,7,newsletter,3,1608-61,,1608,61
1633,14,611,8,newsletter,66,2259-526,,2259,526
1634,6,817,11,Socialmedia,21,1880-261,,1880,261
1635,19,824,6,Video,6,1149-74,,1149,74
1636,19,391,10,SOCIALMEDIA,175,3394-1017,,3394,1017
1637,16,551,10,VIDEO,37,3353-586,,3353,586
1638,4,300,6,VIDEO,195,3441-986,,3441,986
1639,9,105,20,newsletter,208,6434-801,,6434,801
1640,3,90,17,newsletter,23,1529-224,,1529,224
1641,18,991,4,newsletter,1,1114-56,,1114,56
1642,7,964,8,Socialmedia,0,714-18,,714,18
1643,20,948,10,VIDEO,1,285-22,,285,22
1644,15,64,15,socialmedia,511,9091-3366,,9091,3366
1645,14,257,2,VIDEO,343,7207-1077,,7207,1077
1646,6,415,16,video,128,2395-759,,2395,759
1647,16,581,3,SOCIALMEDIA,47,2071-279,,2071,279
1648,16,761,15,newsletter,14,2156-167,,2156,167
1649,10,1095,1,Newsletter,0,852-14,,852,14
1650,6,38,15,blog,567,6491-1349,,6491,1349
1651,2,745,19,blog,6,1186-128,,1186,128
1652,19,107,1,Newsletter,407,2403-889,,2403,889
1653,4,1022,3,video,0,403-4,,403,4
1654,10,155,20,Blog,351,3864-825,,3864,825
1655,12,1053,12,Socialmedia,0,200-4,,200,4
1656,2,1016,8,Socialmedia,0,997-17,,997,17
1657,10,703,2,Socialmedia,5,2671-150,,2671,150
1658,16,282,14,Video,287,3933-1509,,3933,1509
1659,4,847,5,Socialmedia,3,664-74,,664,74
1660,8,820,15,video,17,1621-137,,1621,137
1661,15,1098,13,socialmedia,0,875-33,,875,33
1662,10,133,14,video,436,7255-1085,,7255,1085
1663,5,875,7,BLOG,1,907-34,,907,34
1664,1,407,15,blog,33,473-135,,473,135
1665,6,480,13,Socialmedia,70,4362-388,,4362,388
1666,2,834,5,Socialmedia,0,106-6,,106,6
1667,7,1038,3,socialmedia,0,210-2,,210,2
1668,12,1072,6,Video,0,384-15,,384,15
1669,13,189,7,Socialmedia,135,5672-1412,,5672,1412
1670,7,776,18,blog,12,754-90,,754,90
1671,11,340,9,Socialmedia,317,6328-1226,,6328,1226
1672,17,231,1,Video,137,5421-1005,,5421,1005
1673,10,1077,14,Blog,0,879-22,,879,22
1674,7,522,11,SOCIALMEDIA,17,3430-228,,3430,228
1675,3,911,15,Socialmedia,9,1717-102,,1717,102
1676,12,173,17,SOCIALMEDIA,132,929-344,,929,344
1677,5,757,5,blog,10,3170-236,,3170,236
1678,17,860,20,NEWSLETTER,10,1857-210,,1857,210
